StudentID,Major,State,EFC,Year,FirstGen
3535319,Fine Arts,Minnesota,22895,1st,0
5894873,Forestry,North Carolina,19451,4th+,0
4841073,Mathematics,Texas,0,1st,1
5796780,Psychology,South Dakota,0,3rd,1
2080005,Pharmacy,Michigan,12446,1st,0
3889269,Aerospace Engineering,Ohio,24938,2nd,0
4041265,Pharmacy,Mississippi,16984,4th+,0
5284385,Biochemistry,Michigan,10853,2nd,0
8097235,Hospitality Management,New Mexico,53,2nd,0
1647860,Nursing,South Dakota,0,2nd,1
1993569,Journalism,South Dakota,2938,1st,0
5346983,Political Science,South Dakota,0,1st,0
5111334,Environmental Science,Washington,25169,2nd,1
4951968,Industrial Engineering,Oregon,28513,2nd,0
8356527,Journalism,Mississippi,18824,2nd,0
9957330,Social Work,Missouri,8697,1st,0
3013485,Computer Engineering,Wisconsin,32280,1st,0
7411868,Education,Minnesota,0,1st,1
5375756,Medicine,Minnesota,30089,3rd,1
2016098,Political Science,South Dakota,3539,2nd,0
9482186,Nursing,Oklahoma,19004,1st,1
9988888,Architecture,Kansas,0,1st,1
3578311,Physics,Missouri,1679,1st,0
8698563,Biochemistry,New Hampshire,12728,3rd,0
2510392,Nutrition,Kentucky,26972,4th+,1
4803012,History,Kansas,19264,4th+,0
8605167,Theater Arts,Minnesota,15173,2nd,0
7225323,Medicine,South Dakota,25671,2nd,1
4939166,Nursing,New Mexico,21911,2nd,1
2777900,Social Work,South Carolina,14940,4th+,0
1880720,Software Engineering,Iowa,24460,2nd,0
6035987,Electrical Engineering,Virginia,21002,3rd,1
6209210,Economics,Georgia,0,1st,0
8535082,Electrical Engineering,Arizona,14235,1st,0
9520133,Environmental Science,Utah,14752,2nd,0
3918814,Accounting,North Carolina,15900,3rd,0
4420154,Health Science,Washington,11000,4th+,0
3408581,Nursing,Iowa,0,2nd,1
1198222,Electrical Engineering,Maine,0,2nd,0
3192808,Hospitality Management,South Dakota,0,1st,1
3691493,Fine Arts,Illinois,10820,4th+,0
9307446,Computer Science,Minnesota,22761,4th+,0
1130162,Dance,Illinois,17419,4th+,0
1240209,Graphic Design,California,18098,3rd,0
4325347,Hospitality Management,North Dakota,0,4th+,1
6663310,Electrical Engineering,Delaware,18288,2nd,0
3381811,Agriculture,Illinois,0,2nd,0
7329100,Education,Mississippi,0,3rd,1
3010772,Veterinary Medicine,New York,157,4th+,0
4446493,Dentistry,Nebraska,4128,2nd,1
2327129,Art History,North Dakota,21781,4th+,0
4443471,Art History,Texas,21671,2nd,0
9569398,Nutrition,North Dakota,0,4th+,1
9741054,Agriculture,Minnesota,8599,2nd,0
3366843,Journalism,Missouri,17330,4th+,0
4021776,Mathematics,Utah,1152,1st,1
6158136,Social Work,Indiana,19259,3rd,0
8232549,Religious Studies,New Mexico,0,2nd,1
5423297,Social Work,Missouri,4246,2nd,0
5437479,Economics,Nebraska,21092,1st,0
6788517,Fine Arts,Minnesota,13861,3rd,0
1403127,History,South Dakota,15971,2nd,0
1315156,Anthropology,Louisiana,0,4th+,1
5538774,Medicine,Michigan,9298,2nd,0
6368970,Medicine,Kentucky,42146,2nd,0
7429309,Communication,North Dakota,0,2nd,1
7107868,Nutrition,Kansas,17522,2nd,0
1880705,Zoology,South Dakota,23596,3rd,1
5511774,Pharmacy,Minnesota,21344,4th+,0
8447061,Biochemistry,Michigan,18609,3rd,0
6189673,Geography,Nebraska,11955,1st,1
1462856,Biochemistry,Indiana,26076,1st,1
8252283,Graphic Design,Nebraska,19835,1st,0
2761640,Computer Science,Indiana,19621,1st,0
6232660,Forestry,Nebraska,12829,4th+,0
8456415,Industrial Engineering,Virginia,3478,4th+,0
1570971,Zoology,South Dakota,0,3rd,1
3592186,Civil Engineering,Wisconsin,27958,1st,0
9476331,Fine Arts,Wisconsin,21635,2nd,0
3778142,Chemical Engineering,North Dakota,6217,1st,0
7429695,Fine Arts,South Dakota,16636,1st,0
7730066,Criminal Justice,Michigan,0,1st,1
7254060,Forestry,Maryland,0,4th+,1
3150068,Information Technology,South Carolina,19315,4th+,1
6204488,Mathematics,Michigan,26851,2nd,0
1527354,Statistics,Maine,0,1st,1
4906403,Art History,South Dakota,24598,3rd,0
2856117,Physics,Oregon,0,1st,0
9126683,Statistics,Colorado,17960,4th+,0
5078509,Physics,Kansas,28323,3rd,0
9079727,Nursing,Missouri,23340,4th+,0
5653842,Theater Arts,Mississippi,3141,2nd,1
3717587,Religious Studies,Minnesota,0,3rd,1
8701559,Geography,Pennsylvania,24831,3rd,0
7725075,Economics,Nebraska,0,2nd,1
8422870,Dance,Alabama,9588,3rd,1
3922392,Theater Arts,Ohio,17671,1st,0
7098286,Civil Engineering,Kansas,15178,2nd,0
2108071,Geography,Texas,0,4th+,1
2809049,Medicine,Wisconsin,18669,1st,0
5430668,Biology,Michigan,21643,1st,0
4277903,Pharmacy,Arizona,2310,2nd,0
3456927,Zoology,Delaware,12332,2nd,0
2325588,Art History,Arizona,17214,1st,0
7022351,Kinesiology,Kansas,7573,3rd,0
4501372,Music,Michigan,7431,2nd,0
8061293,Industrial Engineering,Wisconsin,16607,3rd,0
4594537,Education,Nevada,0,3rd,0
2449323,Forestry,Georgia,0,4th+,0
6466188,Medicine,Minnesota,27885,3rd,0
1589393,Electrical Engineering,Nebraska,5055,3rd,0
1422033,Mechanical Engineering,West Virginia,14900,2nd,0
9213730,Nursing,Michigan,17019,1st,0
2103312,Chemical Engineering,South Dakota,40212,3rd,1
9546246,Mechanical Engineering,Michigan,0,1st,1
2495098,Marketing,South Dakota,2859,1st,1
2150249,Journalism,Michigan,0,1st,1
1434020,Sociology,Virginia,0,4th+,1
1681282,Psychology,Indiana,16995,2nd,0
9120042,Computer Engineering,Arizona,0,2nd,1
4567707,Geology,Minnesota,19105,2nd,0
5874166,Communication,Washington,0,3rd,1
4377385,Classics,Colorado,13968,4th+,1
3917127,Economics,South Dakota,21053,2nd,1
7788947,Creative Writing,Arkansas,15056,1st,0
6129056,Music,California,1970,4th+,0
5917862,Environmental Science,Indiana,0,2nd,1
7243079,Industrial Engineering,Minnesota,0,1st,1
7379412,Environmental Science,Idaho,24545,2nd,0
8296639,Geology,Indiana,0,3rd,1
7331518,Environmental Science,Arizona,0,2nd,1
1387685,Medicine,Connecticut,0,4th+,1
5142327,Civil Engineering,Kentucky,18812,4th+,0
3624850,Biochemistry,Kansas,25272,2nd,1
4941261,Civil Engineering,Ohio,13491,3rd,0
1963830,Computer Engineering,Minnesota,12799,1st,0
8911380,Sociology,Washington,0,4th+,0
6450277,Criminal Justice,South Dakota,24132,1st,0
6519097,Geology,Ohio,8886,3rd,0
4988259,Mechanical Engineering,Iowa,10274,1st,1
3641754,Journalism,Pennsylvania,23417,1st,1
1211306,Social Work,Ohio,15333,3rd,1
8849218,Medicine,Michigan,38873,2nd,0
9387424,Information Technology,Minnesota,9533,4th+,0
7091329,Creative Writing,California,5275,1st,1
7601996,Veterinary Medicine,Mississippi,7165,2nd,0
4557037,Nutrition,Georgia,10745,4th+,1
4664607,Information Technology,Alabama,8000,2nd,0
2222406,Computer Engineering,Kansas,0,4th+,0
1444670,Architecture,Kansas,4652,1st,0
3878387,Accounting,South Dakota,0,1st,1
8995334,Dance,Wisconsin,0,3rd,1
3885985,Philosophy,Michigan,0,3rd,1
7055388,Physics,North Dakota,0,2nd,0
8984142,Industrial Engineering,North Dakota,27559,1st,0
3672634,Dentistry,Kansas,4510,3rd,0
2134910,Graphic Design,West Virginia,20255,1st,0
8936210,Law,Michigan,13769,2nd,0
9763731,Philosophy,Florida,769,3rd,1
6904647,Industrial Engineering,Nebraska,7391,1st,0
6505794,Veterinary Medicine,Michigan,36524,2nd,0
7472279,Statistics,Iowa,10936,2nd,0
9307299,Criminal Justice,Minnesota,25825,3rd,0
6771850,Health Science,South Dakota,21150,1st,0
3178605,Computer Engineering,Minnesota,6199,3rd,0
1059981,Social Work,Ohio,0,3rd,1
7635207,Nursing,Illinois,18678,3rd,0
7001176,Mathematics,Virginia,0,3rd,1
9559196,Nutrition,Kansas,19651,2nd,1
3409081,History,Wisconsin,18581,4th+,0
8713753,Aerospace Engineering,Wisconsin,18920,1st,0
8953427,Dentistry,North Dakota,21146,2nd,0
1947323,Statistics,Missouri,6609,1st,0
8546561,Journalism,New Mexico,14851,3rd,0
3876980,Veterinary Medicine,Delaware,23289,4th+,1
7361289,Dance,Wisconsin,0,1st,1
3304521,Chemical Engineering,Massachusetts,0,4th+,1
3680502,Civil Engineering,Michigan,0,1st,1
2633332,Geology,Iowa,11261,2nd,0
9314062,Nursing,Pennsylvania,24696,3rd,0
2794835,Chemical Engineering,South Dakota,0,3rd,1
6519792,Kinesiology,Iowa,12337,2nd,0
8511465,Nursing,Georgia,0,1st,1
1487866,Journalism,South Dakota,8599,3rd,0
3204886,Nursing,Nebraska,28739,1st,0
8184425,Civil Engineering,Michigan,17712,3rd,0
2252082,Mechanical Engineering,Michigan,8052,1st,0
7264058,Nutrition,North Dakota,6849,3rd,0
5980524,Chemistry,Iowa,26731,2nd,0
8221122,Political Science,West Virginia,19247,3rd,0
3144100,Aerospace Engineering,Mississippi,5475,1st,0
5890810,Philosophy,Illinois,20083,2nd,1
3061723,Statistics,Connecticut,18380,1st,0
2442991,Dance,Nebraska,15214,2nd,0
3459846,Agriculture,Minnesota,0,1st,1
4219825,Geology,Louisiana,0,2nd,0
6989242,Music,Pennsylvania,13940,1st,0
7105359,Software Engineering,Connecticut,808,3rd,0
3385428,Biochemistry,Illinois,20775,3rd,0
6585739,Business Administration,Iowa,1372,3rd,0
9955430,Nursing,Indiana,22533,1st,1
9429262,Medicine,Indiana,0,3rd,1
4836322,Art History,Minnesota,21422,3rd,0
9943177,English,Iowa,5197,3rd,0
4046623,Hospitality Management,Michigan,5272,4th+,0
5410977,Art History,Florida,11778,2nd,0
2331488,Chemical Engineering,Missouri,26662,3rd,0
4503674,Communication,Michigan,5589,2nd,0
4271424,Mechanical Engineering,Washington,5076,3rd,0
1042934,History,Ohio,13607,4th+,0
2894513,Chemistry,South Dakota,18733,1st,0
2702350,English,Nebraska,1538,1st,1
7262428,Nursing,Alabama,14490,2nd,0
8223080,Civil Engineering,Indiana,25911,2nd,0
6315133,Philosophy,Idaho,18050,3rd,0
7984332,Hospitality Management,Washington,0,2nd,1
8054522,Anthropology,Michigan,0,3rd,1
7545189,History,Alabama,18139,1st,1
4595538,Chemistry,New Hampshire,26171,1st,1
4240982,Software Engineering,Arkansas,16256,2nd,0
3460610,Sociology,Arkansas,15922,4th+,1
5250430,Kinesiology,California,7815,2nd,0
1815962,Kinesiology,New Hampshire,41643,1st,0
8842061,Aerospace Engineering,New York,0,2nd,1
8326813,Social Work,Idaho,0,2nd,0
7304224,Accounting,Florida,0,2nd,1
3726424,Environmental Science,Nevada,30125,1st,0
1445364,Classics,Tennessee,0,2nd,1
9770824,Fine Arts,Maryland,0,4th+,1
6312704,Theater Arts,South Dakota,0,4th+,1
7921294,Music,South Carolina,12169,4th+,0
2231349,Chemistry,Arkansas,39776,4th+,0
5138967,Information Technology,Tennessee,18024,1st,0
1533636,Chemical Engineering,Missouri,0,3rd,1
1020167,Social Work,North Dakota,14667,1st,0
2650554,Philosophy,Tennessee,0,3rd,1
8493963,Zoology,Indiana,6630,3rd,0
8484954,Business Administration,New York,23946,2nd,0
4690971,History,Wisconsin,24851,1st,0
3247833,Statistics,Nevada,16260,1st,0
5912366,Nursing,Ohio,13050,3rd,0
6434284,Political Science,Indiana,0,2nd,1
2817638,Anthropology,Kansas,10059,4th+,0
7386624,History,Delaware,25067,3rd,0
2137979,Philosophy,Tennessee,17169,1st,0
1740557,Religious Studies,Nebraska,0,3rd,1
9671405,Journalism,Massachusetts,0,3rd,1
8699785,Mechanical Engineering,Wisconsin,19212,2nd,1
9896164,Graphic Design,Missouri,11584,2nd,0
2041751,Accounting,Indiana,7621,4th+,0
3163343,Computer Science,New Jersey,10130,3rd,0
7229361,Theater Arts,Virginia,0,4th+,1
3310246,Law,Missouri,0,3rd,1
1289731,Health Science,Massachusetts,0,1st,1
2546013,Software Engineering,Maryland,0,3rd,0
4009273,Creative Writing,Louisiana,0,1st,1
1331895,Statistics,Nebraska,32990,4th+,0
7968935,Civil Engineering,Indiana,12993,3rd,0
2431297,Statistics,New York,23572,2nd,0
8454743,Business Administration,Iowa,12387,4th+,0
6539005,History,Texas,28809,4th+,0
8954894,Dentistry,Wisconsin,0,1st,1
8015508,Political Science,Ohio,20390,4th+,0
5543001,Geology,Ohio,13355,2nd,1
2105822,Theater Arts,New York,16127,2nd,0
3876048,Psychology,North Dakota,6539,3rd,0
7000160,Industrial Engineering,Minnesota,0,2nd,1
1357064,Dance,Indiana,0,4th+,1
9182269,Mathematics,Missouri,16800,4th+,0
2008650,Dentistry,Ohio,20359,1st,0
1573096,Philosophy,Minnesota,0,3rd,1
7769521,Psychology,Ohio,15270,1st,0
9577739,Geography,New Jersey,0,1st,1
7715141,Biology,Ohio,1484,1st,0
2986305,Architecture,Wisconsin,41260,3rd,0
3564769,Marketing,Arizona,10159,1st,0
1246371,Religious Studies,Nebraska,0,3rd,1
1342244,English,Ohio,0,4th+,1
1369103,Psychology,South Carolina,31191,3rd,0
4386183,Veterinary Medicine,Minnesota,7682,3rd,0
8326588,Zoology,Iowa,5560,3rd,1
6434603,Dentistry,Pennsylvania,9747,1st,0
5120847,Forestry,North Dakota,11481,1st,0
1815157,Geology,Delaware,0,4th+,1
8861539,Business Administration,Wisconsin,20641,2nd,0
9127821,Theater Arts,Missouri,7134,2nd,0
2300000,Agriculture,Ohio,12692,1st,0
4820334,Anthropology,South Carolina,0,4th+,0
6404827,Music,Nevada,6562,4th+,1
3837101,Zoology,Maine,6467,1st,1
7559328,Music,Illinois,11024,4th+,0
4978972,Health Science,Nevada,0,2nd,1
8256383,Accounting,North Carolina,4864,2nd,0
5685666,Psychology,North Dakota,18307,2nd,1
2171129,English,Illinois,0,3rd,1
8426532,Civil Engineering,Indiana,19939,3rd,0
3705538,Education,Minnesota,17706,2nd,0
5030692,Health Science,Alabama,14272,2nd,0
7913489,Anthropology,Missouri,22326,2nd,1
7682089,Criminal Justice,Oklahoma,23905,3rd,0
2577218,Physics,Iowa,21912,2nd,0
3004293,Marketing,Wisconsin,20692,2nd,0
9688800,Electrical Engineering,South Dakota,0,4th+,1
6463439,Architecture,Louisiana,10729,3rd,0
3319659,Environmental Science,New Jersey,15323,4th+,1
6272397,Nutrition,Michigan,32019,1st,0
5842205,Political Science,Mississippi,0,3rd,0
7215258,Geography,Massachusetts,8981,1st,0
6211667,Graphic Design,Wisconsin,0,2nd,0
3205011,Economics,North Dakota,16326,1st,0
8594752,Forestry,Kansas,4633,4th+,0
9095887,Mechanical Engineering,North Dakota,0,4th+,1
9874350,Creative Writing,New Hampshire,15552,3rd,0
4052870,Architecture,Oklahoma,8512,4th+,0
1920474,Electrical Engineering,Colorado,24656,1st,1
1553546,Art History,Kansas,0,1st,1
6411310,Architecture,Ohio,0,4th+,1
3895239,Mathematics,Missouri,17866,3rd,0
7796841,Anthropology,Nebraska,0,3rd,1
3408164,Political Science,Minnesota,9246,3rd,0
4133341,Marketing,Vermont,15078,1st,0
2717948,Agriculture,Nebraska,27113,1st,0
9699189,Geology,South Dakota,15491,2nd,0
9611951,Zoology,Kansas,0,3rd,1
5289420,Chemistry,Virginia,22841,1st,0
4483921,Chemical Engineering,Mississippi,0,2nd,1
1831197,Sociology,Michigan,17101,3rd,0
8713088,Medicine,North Dakota,10864,2nd,0
2192436,Dentistry,Nevada,0,1st,1
4062895,Forestry,Illinois,0,4th+,0
6288701,Graphic Design,Alabama,0,3rd,1
6000305,Anthropology,North Dakota,0,1st,1
9600275,Mechanical Engineering,Massachusetts,18928,3rd,0
4591979,Geography,Kansas,0,4th+,1
6105087,Geography,South Dakota,19165,3rd,1
4379485,Aerospace Engineering,Arkansas,0,1st,0
4984461,Architecture,Minnesota,0,3rd,1
8310214,Physics,South Dakota,2281,4th+,1
9843128,Sociology,Arkansas,1765,4th+,1
2983940,Civil Engineering,Mississippi,21348,3rd,0
8917637,Law,New Mexico,7773,4th+,0
1322774,Software Engineering,Wisconsin,0,4th+,0
2630307,Criminal Justice,South Dakota,18090,3rd,0
9533911,History,Nebraska,9853,2nd,0
2015679,Medicine,Ohio,0,3rd,1
9164054,Biochemistry,South Dakota,18555,4th+,0
3189596,Biology,Nebraska,21225,1st,0
7966509,Sociology,Michigan,3286,4th+,1
4487697,Psychology,Nevada,23218,3rd,1
4006625,Biology,Delaware,20401,4th+,0
4948565,Social Work,South Carolina,22557,4th+,0
6121884,Nutrition,Oklahoma,0,2nd,1
3231224,Statistics,Nebraska,17229,3rd,0
7554366,Education,Ohio,7750,2nd,0
6169106,Hospitality Management,Michigan,12275,1st,0
2377212,Statistics,Oregon,18538,3rd,0
4070964,Economics,Virginia,18065,4th+,0
6453250,Social Work,Indiana,22020,1st,0
5460005,Art History,Connecticut,12714,2nd,0
8525369,Journalism,Kentucky,8115,3rd,0
2889821,Journalism,Minnesota,21093,2nd,0
5306460,Economics,North Dakota,10257,2nd,0
5498676,Economics,Oregon,9625,2nd,0
8553882,Religious Studies,South Dakota,0,1st,1
3760669,Religious Studies,Michigan,14650,2nd,0
9194050,Political Science,Utah,4410,4th+,0
4184750,Biology,Wisconsin,7783,1st,0
3570157,Theater Arts,North Carolina,20480,2nd,0
3516373,Education,Utah,0,4th+,1
6820229,Religious Studies,West Virginia,22532,3rd,0
3438244,Information Technology,Iowa,0,4th+,1
6142345,Environmental Science,Virginia,15267,1st,1
4959629,Chemical Engineering,Iowa,0,4th+,1
4135521,Environmental Science,New Mexico,4107,4th+,1
6498319,Pharmacy,Michigan,2257,4th+,1
4261957,Dance,Colorado,10842,4th+,0
9359619,Statistics,Connecticut,0,1st,0
5986783,Accounting,Pennsylvania,27332,4th+,0
4368285,Journalism,Massachusetts,10923,2nd,0
8987252,Social Work,Tennessee,0,1st,1
9131217,Marketing,New Mexico,8954,1st,1
9138171,Economics,Missouri,12709,4th+,0
9326887,Journalism,Virginia,17310,4th+,0
8280128,Psychology,Minnesota,21145,1st,1
5305540,Medicine,Kansas,1080,4th+,0
7894122,Forestry,Pennsylvania,0,3rd,1
8864392,Nutrition,North Dakota,13913,1st,1
3300125,Medicine,Ohio,24936,3rd,0
7113076,Business Administration,Massachusetts,35422,2nd,0
7807481,Music,Maine,25607,2nd,0
1012256,Medicine,Michigan,10354,3rd,1
7607740,Anthropology,Delaware,20286,1st,1
1693786,Industrial Engineering,Illinois,0,2nd,1
9086077,Business Administration,Alabama,0,1st,1
7311518,Chemical Engineering,Arizona,32358,3rd,1
8416411,Veterinary Medicine,Wisconsin,0,2nd,0
9784318,Health Science,New Mexico,11428,3rd,0
1469449,Mathematics,New Jersey,0,3rd,1
7060335,Education,Michigan,27685,4th+,1
9137687,Religious Studies,Wisconsin,32163,1st,0
6590546,Sociology,Tennessee,12487,3rd,1
3360338,Religious Studies,Arkansas,0,1st,1
2592875,Civil Engineering,North Dakota,0,4th+,1
4032180,Hospitality Management,Colorado,19839,3rd,1
1169860,Marketing,Missouri,13887,4th+,0
6335906,Zoology,Indiana,3885,4th+,1
8014281,English,Michigan,33203,2nd,0
9204004,Geography,Utah,0,4th+,1
5183979,Mechanical Engineering,Minnesota,589,1st,1
6360641,Religious Studies,Vermont,10433,4th+,1
3246532,Geography,Illinois,22294,4th+,0
1527754,Education,North Dakota,13499,4th+,0
1579024,Physics,Maine,0,3rd,1
5661915,Dance,Michigan,29434,2nd,1
6093030,History,North Dakota,0,2nd,1
4286559,Mechanical Engineering,California,15097,4th+,0
4152970,English,Ohio,23852,4th+,0
8319780,Medicine,Massachusetts,10255,1st,0
5008717,Medicine,South Dakota,7394,4th+,1
1204300,Veterinary Medicine,Illinois,7227,2nd,0
6333619,Biochemistry,Florida,0,4th+,1
4607184,Architecture,Illinois,31383,1st,0
8681230,Physics,South Dakota,1390,3rd,0
9048103,Fine Arts,Illinois,0,3rd,1
8403053,Civil Engineering,South Dakota,2313,1st,1
8705515,Sociology,Michigan,5281,4th+,1
9488956,Journalism,Utah,14119,3rd,0
2134106,Hospitality Management,Minnesota,15844,4th+,1
8146141,Kinesiology,Michigan,22561,2nd,0
1522914,Biochemistry,Michigan,2447,1st,0
8094847,Agriculture,Minnesota,0,3rd,1
2243327,English,Wisconsin,17054,2nd,0
4342813,Agriculture,Vermont,0,1st,1
6338781,Psychology,Maine,1444,4th+,0
7068852,Law,Minnesota,0,3rd,1
8146552,Religious Studies,Ohio,11568,3rd,0
1785894,Mechanical Engineering,Vermont,32901,2nd,0
7202152,Anthropology,Indiana,14335,2nd,0
1736656,Statistics,Michigan,31197,2nd,1
3175618,Social Work,New York,10718,3rd,0
6353254,Graphic Design,Utah,0,3rd,1
5649465,Biology,Massachusetts,18071,2nd,0
7996239,Law,Kansas,0,2nd,0
2963093,Software Engineering,Vermont,3495,3rd,0
6327116,English,Michigan,24558,1st,0
7859790,English,Idaho,41311,2nd,0
4909743,Mathematics,Indiana,33740,1st,0
5670811,Chemical Engineering,Ohio,36594,1st,0
3979193,Biology,Washington,30834,2nd,0
6247790,Political Science,Kentucky,16277,3rd,0
2846063,Civil Engineering,Kansas,14835,1st,1
8503481,Music,Arkansas,9148,1st,0
4367197,Architecture,South Dakota,9399,1st,1
3897799,Political Science,Louisiana,24801,4th+,0
4771825,Music,Washington,15069,1st,0
4183147,History,Missouri,0,4th+,1
3715422,Biochemistry,Utah,32376,2nd,0
2020631,Social Work,Tennessee,11615,4th+,0
8634251,Social Work,Pennsylvania,0,4th+,0
9123003,Anthropology,Iowa,6958,3rd,1
6833716,Biology,Indiana,20666,3rd,0
7748477,Information Technology,New York,0,2nd,1
7982067,Music,New York,16401,4th+,1
6716226,Psychology,Minnesota,0,4th+,1
7013327,Computer Science,Michigan,15411,1st,1
1895679,Health Science,North Carolina,15933,4th+,0
9167859,Computer Science,Oregon,17220,3rd,0
5960601,Creative Writing,Michigan,6744,2nd,0
6375213,Industrial Engineering,Texas,12458,3rd,0
5824004,Agriculture,Michigan,0,4th+,1
5413200,Law,North Dakota,26828,3rd,0
4900268,Agriculture,South Dakota,27763,2nd,0
1465324,Psychology,Alabama,9743,4th+,1
7996056,Computer Engineering,Colorado,25887,4th+,0
8702019,Creative Writing,Washington,11473,1st,1
5523687,Electrical Engineering,Wisconsin,0,2nd,1
3784908,Criminal Justice,Kansas,0,4th+,0
4404808,Journalism,Virginia,18747,3rd,1
4088115,Journalism,New Jersey,0,1st,1
1379491,Industrial Engineering,Nebraska,33368,1st,0
3593799,Civil Engineering,South Dakota,38969,4th+,0
5170430,Music,Wisconsin,14037,3rd,0
7474559,Fine Arts,New York,15644,4th+,0
4438869,Hospitality Management,Michigan,24664,4th+,0
4352474,Communication,New York,7641,3rd,0
2715160,Zoology,Wisconsin,13079,1st,1
4277461,Classics,Louisiana,24025,3rd,0
9016565,Civil Engineering,Illinois,23686,4th+,0
7488238,Business Administration,Missouri,15290,3rd,0
2677241,Dance,Missouri,7048,3rd,0
8691083,Religious Studies,Kentucky,11402,1st,0
6631304,Mechanical Engineering,Missouri,26091,2nd,0
1849988,Creative Writing,Minnesota,11399,1st,0
4819454,Statistics,Michigan,5367,3rd,0
2982290,Software Engineering,Connecticut,17083,1st,0
2128585,Biology,Louisiana,29764,4th+,0
8891060,Pharmacy,Indiana,8817,1st,0
6882086,Communication,Virginia,20571,3rd,0
3062606,Music,Minnesota,2663,4th+,0
7580946,Journalism,Oregon,0,3rd,0
3642743,Journalism,Louisiana,12263,1st,0
7417455,Graphic Design,Nebraska,0,4th+,1
5173121,Industrial Engineering,Kentucky,17474,4th+,0
2090762,Accounting,New Jersey,0,1st,1
1918523,Statistics,South Dakota,18973,2nd,0
2502458,Industrial Engineering,California,20000,2nd,0
5566320,Education,North Dakota,11159,4th+,0
9186672,Pharmacy,Texas,35582,4th+,0
9480779,Veterinary Medicine,Iowa,0,1st,0
6466701,Economics,Mississippi,0,1st,1
7674008,Education,North Dakota,0,4th+,1
8119955,Biochemistry,North Dakota,20429,3rd,0
4835201,Computer Science,Massachusetts,10136,1st,0
5133458,Business Administration,North Dakota,0,2nd,1
8245556,Statistics,Michigan,17351,1st,0
2014159,Kinesiology,Michigan,21181,2nd,0
1580348,Zoology,Tennessee,0,2nd,1
8103293,Geography,Delaware,8504,1st,0
8929161,Sociology,Colorado,20557,2nd,0
5825628,Psychology,Texas,26875,3rd,0
8058700,Religious Studies,Kansas,12550,3rd,0
8541915,Art History,North Dakota,19470,4th+,0
3385368,Pharmacy,New York,30383,2nd,0
7159312,Civil Engineering,Washington,11684,3rd,0
1483549,Accounting,Vermont,17346,4th+,0
9388789,Creative Writing,New Mexico,0,3rd,0
2437357,Business Administration,South Carolina,35230,4th+,0
5096278,Mathematics,Delaware,46,1st,0
1779653,Chemistry,Kansas,8576,1st,0
7104583,Zoology,South Dakota,0,2nd,1
4625945,Information Technology,Illinois,25531,3rd,1
6859414,English,Kansas,13389,4th+,1
6506525,Medicine,Nebraska,15519,2nd,0
8551940,Health Science,Virginia,18460,4th+,0
7853841,Chemistry,Alabama,6646,3rd,0
3348340,Law,North Dakota,3478,2nd,1
9231037,Economics,Mississippi,15412,3rd,1
5602898,Civil Engineering,Connecticut,33258,2nd,1
3197674,Social Work,Tennessee,7622,4th+,0
3515544,Veterinary Medicine,Missouri,7711,2nd,1
9086021,Psychology,Illinois,0,1st,1
6040385,Electrical Engineering,Minnesota,13711,3rd,0
4043777,Civil Engineering,Connecticut,0,1st,1
2513843,Computer Science,Mississippi,11633,1st,0
5321463,Environmental Science,Iowa,0,4th+,1
1491770,Physics,North Dakota,14069,3rd,1
3479100,Theater Arts,Virginia,11023,4th+,0
5391371,Chemical Engineering,Missouri,20293,4th+,0
1383879,Pharmacy,Michigan,7629,1st,0
2903169,Theater Arts,Wisconsin,0,3rd,0
6640405,Nursing,Tennessee,22248,3rd,0
8178370,Physics,Missouri,26596,2nd,0
5513034,Geology,Missouri,7640,2nd,0
7616967,Civil Engineering,Maryland,4576,2nd,0
7477821,Creative Writing,Oregon,5284,4th+,0
1732527,Chemistry,North Dakota,0,1st,1
3898894,Anthropology,Georgia,0,3rd,1
4660583,Nutrition,North Dakota,15093,4th+,0
9717316,Psychology,Kansas,0,3rd,1
8710765,Medicine,Minnesota,19603,1st,0
5391338,Information Technology,North Dakota,13696,1st,0
6165559,Industrial Engineering,Illinois,21835,3rd,0
7820294,Software Engineering,Nebraska,13347,1st,0
5107854,Environmental Science,New Jersey,13617,3rd,0
5675360,Information Technology,New Mexico,28804,1st,0
7783111,Veterinary Medicine,Colorado,0,2nd,1
8930556,Hospitality Management,Missouri,6781,2nd,0
2492586,Economics,Maine,0,2nd,1
9775033,Graphic Design,Michigan,0,3rd,1
3903881,Information Technology,Louisiana,13288,3rd,1
5621650,Biology,Missouri,20827,3rd,0
5532603,Industrial Engineering,Missouri,14742,2nd,0
7883474,Anthropology,Texas,8430,1st,0
9003314,Fine Arts,New Mexico,20631,1st,0
7689866,Mathematics,Arkansas,0,4th+,0
1771348,Geology,New Mexico,0,4th+,1
9192545,Art History,Kansas,7536,4th+,0
3653203,Electrical Engineering,Utah,0,1st,1
7715333,Mathematics,Oklahoma,23712,3rd,0
4146052,Communication,Michigan,8819,3rd,0
8996743,Art History,Oklahoma,9313,2nd,0
9422980,Economics,South Dakota,0,1st,1
5153943,History,New York,7621,4th+,0
7412493,Civil Engineering,Illinois,22178,4th+,0
1360538,Computer Engineering,North Dakota,16958,4th+,0
4533697,Computer Science,Wisconsin,27338,2nd,1
7815200,Communication,Indiana,12553,3rd,0
9854415,Software Engineering,Florida,0,1st,1
6167953,Accounting,Missouri,8786,3rd,0
